abstract,keyword,country
"A critical issue faced by open-source software projects is the risk of key personnel leaving the project. This risk is exacerbated in large projects that have been under development for a long time and experienced growth in their development teams. One way to quantify this risk is to measure the concentration of knowledge about the project among its developers. Formally known as the Bus Factor (BF) of a project and defined as “the number of key developers who would need to be incapacitated to make a project unable to proceed” (inproceedings, ). Most of the proposed algorithms for BF calculation measure a developer’s knowledge of a file based on the number of commits. In this work, we propose using other metrics like lines of code changes (LOCC) and cosine difference of lines of code (change-size-cos) to calculate the BF. We use these metrics for BF calculation for five open-source GitHub projects using the CST algorithm and the RIG algorithm, which is git-blame-based. Moreover, we calculate the BF on project sub-directories that have seen the most active development recently. Lastly, we compare the results of the two algorithms in accuracy, similarity in results, execution time, and trends in BF values over time.","['Bus factor,', 'Open-Source,', 'Code ownership,', 'Risk management,', 'Mining', 'GitHub repositories']",['AveEugeneOregonUSA97403']
"Digital twins are an important technology for advancing mobile communications,
specially in use cases that
require simultaneously simulating the wireless channel, 3D scenes
and machine learning.
Aiming at providing a solution to this demand,
this work describes a modular co-simulation methodology called CAVIAR.
Here, CAVIAR is upgraded to support a message passing library
and enable the virtual counterpart of a
digital twin system using different 6G-related simulators.
The main contributions of this work
are the detailed description of different CAVIAR architectures, the
implementation of this methodology to assess a 6G use case of UAV-based
search and rescue mission (SAR), and the generation of benchmarking data
about the computational resource usage. For executing the SAR
co-simulation we adopt
five open-source solutions: the physical and link level network simulator
Sionna, the simulator for autonomous vehicles AirSim, scikit-learn
for training a decision tree for MIMO beam selection, Yolov8 for the
detection of rescue targets and NATS for message passing.
Results for the implemented SAR use case suggest that
the methodology can run in a single machine, with the main demanded resources
being the CPU processing and the GPU memory.","['Index', 'Terms: \n6G,', 'AI, co-simulation, digital twin, ray tracing.']","['aldebaro}@ufpa.br', 'pedro.batista@ericsson.com']"
"Scientific discoveries are increasingly constrained by limited storage space and I/O capacities. For time-series simulations and experiments, their data often need to be decimated over timesteps to accommodate storage and I/O limitations. In this paper, we propose a technique that addresses storage costs while improving post-analysis accuracy through spatiotemporal adaptive, error-controlled lossy compression. We investigate the trade-off between data precision and temporal output rates, revealing that reducing data precision and increasing timestep frequency lead to more accurate analysis outcomes. Additionally, we integrate spatiotemporal feature detection with data compression and demonstrate that performing adaptive error-bounded compression in higher dimensional space enables greater compression ratios, leveraging the error propagation theory of a transformation-based compressor.
To evaluate our approach, we conduct experiments using the well-known E3SM climate simulation code and apply our method to compress variables used for cyclone tracking. Our results show a significant reduction in storage size while enhancing the quality of cyclone tracking analysis, both quantitatively and qualitatively, in comparison to the prevalent timestep decimation approach. Compared to three state-of-the-art lossy compressors lacking feature preservation capabilities, our adaptive compression framework improves perfectly matched cases in TC tracking by 26.4-51.3% at medium compression ratios and by 77.3-571.1% at large compression ratios, with a merely 5-11% computational overhead.","['Index', 'Terms: \nspatiotemporal data, timestep decimation, region-wise error-controlled lossy compression, feature preservation']",['1gongq@ornl.gov']
"Hate speech has emerged as a major problem plaguing our social spaces today.
While there have been significant efforts to address this problem, existing methods are still significantly limited in effectively detecting hate speech online.
A major limitation of existing methods is that hate speech detection is a highly contextual problem, and these methods cannot fully capture the context of hate speech to make accurate predictions.
Recently, large language models (LLMs) have demonstrated state-of-the-art performance in several natural language tasks.
LLMs have undergone extensive training using vast amounts of natural language data, enabling them to grasp intricate contextual details. Hence, they could be used as knowledge bases for context-aware hate speech detection. However, a fundamental problem with using LLMs to detect hate speech is that there are no studies on effectively prompting LLMs for context-aware hate speech detection.
In this study, we conduct a large-scale study of hate speech detection, employing five established hate speech datasets. We discover that LLMs not only match but often surpass the performance of current benchmark machine learning models in identifying hate speech.
By proposing four diverse prompting strategies that optimize the use of LLMs in detecting hate speech.
Our study reveals that a meticulously crafted reasoning prompt can effectively capture the context of hate speech by fully utilizing the knowledge base in LLMs, significantly outperforming existing techniques.
Furthermore, although LLMs can provide a rich knowledge base for the contextual detection of hate speech, suitable prompting strategies play a crucial role in effectively leveraging this knowledge base for efficient detection.","['Index', 'Terms: \nhate speech, large language model, prompt engineering, few-shot learning']",['nishant.vishwamitra@utsa.edu']
"Molecular property prediction refers to the task of labeling molecules with some biochemical properties, playing a pivotal role in the drug discovery and design process. Recently, with the advancement of machine learning, deep learning-based molecular property prediction has emerged as a solution to the resource-intensive nature of traditional methods, garnering significant attention. Among them, molecular representation learning is the key factor for molecular property prediction performance. And there are lots of sequence-based, graph-based, and geometry-based methods that have been proposed. However, the majority of existing studies focus solely on one modality for learning molecular representations, failing to comprehensively capture molecular characteristics and information. In this paper, a novel multi-modal representation learning model, which integrates the sequence, graph, and geometry characteristics, is proposed for molecular property prediction, called SGGRL. Specifically, we design a fusion layer to fusion the representation of different modalities. Furthermore, to ensure consistency across modalities, SGGRL is trained to maximize the similarity of representations for the same molecule while minimizing similarity for different molecules. To verify the effectiveness of SGGRL, seven molecular datasets, and several baselines are used for evaluation and comparison. The experimental results demonstrate that SGGRL consistently outperforms the baselines in most cases. This further underscores the capability of SGGRL to comprehensively capture molecular information. Overall, the proposed SGGRL model showcases its potential to revolutionize molecular property prediction by leveraging multi-modal representation learning to extract diverse and comprehensive molecular insights. Our code is released at https://github.com/Vencent-Won/SGGRL.","['Index', 'Terms: ', 'Sequence,', 'Graph,', 'Geometry,', 'Molecular', 'Representation', 'Learning']","['vencent_wang@outlook.com', 'josieyi0319@163.com', 'jhwang@zjut.edu.cn', 'xuanqi@zjut.edu.cn']"
"We show that the propagator derived from an EFT incorporating Weinbeger’s compositeness theorem is the more general formula to describe the S-wave near threshold states. Using the propagator to fit the lineshape, one can extract Z𝑍Zitalic_Z for these states and clarify the structure of these states.","['Exotic state,', 'Compositeness,', 'Effective field theory,', 'Lineshape,', 'Scattering amplitude']","['China', 'China']"
"During the COVID-19 pandemic, a major driver of new surges has been the emergence of new variants. When a new variant emerges in one or more countries, other nations monitor its spread in preparation for its potential arrival. The impact of the variant and the timing of epidemic peaks in a country highly depend on when the variant arrives. The current methods for predicting the spread of new variants rely on statistical modeling, however, these methods work only when the new variant has already arrived in the region of interest and has a significant prevalence.
The question arises: Can we predict when (and if) a variant that exists elsewhere will arrive in a given country and reach a certain prevalence? We propose a variant-dynamics-informed Graph Neural Network (GNN) approach. First, We derive the dynamics of variant prevalence across pairs of regions (countries) that applies to a large class of epidemic models. The dynamics suggest that ratios of variant proportions lead to simpler patterns. Therefore, we use ratios of variant proportions along with some parameters estimated from the dynamics as features in a GNN. We develop a benchmarking tool to evaluate variant emergence prediction over 87 countries and 36 variants. We leverage this tool to
compare our GNN-based approach against our dynamics-only model and a number of machine learning models. Results show that the proposed dynamics-informed GNN method retrospectively outperforms all the baselines, including the currently pervasive framework of Physics-Informed Neural Networks (PINNs) that incorporates the dynamics in the loss function.","['Index', 'Terms: ', 'Graph', 'Neural', 'Networks,', 'COVID-19', 'Variants,', 'Forecasting']","['malaawar@usc.edu', 'mutnuri@usc.edu', 'mmontaze@usc.edu', 'ajiteshs@usc.edu']"
"Accurate prediction of flight-level passenger traffic is of paramount importance in airline operations, influencing key decisions from pricing to route optimization. This study introduces a novel, multimodal deep learning approach to the challenge of predicting flight-level passenger traffic, yielding substantial accuracy improvements compared to traditional models. Leveraging an extensive dataset from American Airlines, our model ingests historical traffic data, fare closure information, and seasonality attributes specific to each flight. Our proposed neural network integrates the strengths of Recurrent Neural Networks (RNN) and Convolutional Neural Networks (CNN), exploiting the temporal patterns and spatial relationships within the data to enhance prediction performance. Crucial to the success of our model is a comprehensive data processing strategy. We construct 3D tensors to represent data, apply careful masking strategies to mirror real-world dynamics, and employ data augmentation techniques to enrich the diversity of our training set. The efficacy of our approach is borne out in the results: our model demonstrates an approximate 33% improvement in Mean Squared Error (MSE) compared to traditional benchmarks. This study, therefore, highlights the significant potential of deep learning techniques and meticulous data processing in advancing the field of flight traffic prediction.","['Index', 'Terms: ', 'Multimodal', 'Deep', 'Learning,', 'Spatial and', 'Sequential', 'Relations,', 'Traffic', 'Prediction,', 'Airline', 'Industry,', 'Machine', 'Learning']","['sinaehsani@arizona.edu', 'elina.sergeeva@aa.com', 'wendy.murdy@aa.com', 'benjamin.fox1@aa.com']"
"An article usually includes an abstract, a concise summary of the work
covered at length in the main body of the article. It is used for
secondary publications and for information retrieval purposes.",['Suggested keywords'],"['[', 'address', 'address']"
"We present a 24μ𝜇\muitalic_μm-selected spectroscopic sample z>0.13𝑧0.13z>0.13italic_z > 0.13 (median ⟨z⟩=0.41delimited-⟨⟩𝑧0.41\langle z\rangle=0.41⟨ italic_z ⟩ = 0.41) in the Lockman Hole field, consisting of 4035 spectra.
Our aim is to identify AGNs and determine their fraction in this mid-infrared selected sample.
In this work, we use the [Ne v]λ𝜆\lambdaitalic_λ3426 emission line to spectroscopically identify AGNs.
Combined with broad-line Type I AGNs selected in our previous study,
our sample consists of 887 (∼similar-to\sim∼22%) spectroscopically confirmed AGNs.
We perform a stacking analysis on the remaining spectra,
and find that in various
MIR-wedge-selected AGN candidates,
the stacked spectra still show significant [Ne v]λ𝜆\lambdaitalic_λ3426 emission,
In contrast, no clear [Ne v]λ𝜆\lambdaitalic_λ3426 signal is detected in non-AGN candidates falling outside the wedges.
Assuming a range of AGN mid-IR SED slope of -0.3<α<absent𝛼absent<\alpha<< italic_α <0.7,
and an average star-forming relation derived from 65 star-forming templates,
we develop a robust method to separate the AGN and star-forming contributions to the mid-IR SEDs
using the rest-frame L1212{}_{12}start_FLOATSUBSCRIPT 12 end_FLOATSUBSCRIPT/L1.61.6{}_{1.6}start_FLOATSUBSCRIPT 1.6 end_FLOATSUBSCRIPT vs L4.54.5{}_{4.5}start_FLOATSUBSCRIPT 4.5 end_FLOATSUBSCRIPT/L1.61.6{}_{1.6}start_FLOATSUBSCRIPT 1.6 end_FLOATSUBSCRIPT diagram.
We separate the objects into bins of L1212{}_{12}start_FLOATSUBSCRIPT 12 end_FLOATSUBSCRIPT,
and find that AGN fraction increases with increasing L1212{}_{12}start_FLOATSUBSCRIPT 12 end_FLOATSUBSCRIPT.
We also find that the stacked [Ne v]λ𝜆\lambdaitalic_λ3426 strength
scales with L1212{}_{12}start_FLOATSUBSCRIPT 12 end_FLOATSUBSCRIPT.
The pure AGN luminosity at 12μ𝜇\muitalic_μm exhibits
a positive correlation with the star formation rates,
indicating possible co-evolution and common gas supply
between the AGN and their host galaxies.
Varying population properties across the redshift range explored contribute to the observed correlation.","['Active galactic nuclei —', 'Star formation']","['China', 'China', 'China', 'China', 'USA', 'UK', 'China']"
"Entity resolution, the task of identifying and consolidating records that pertain to the same real-world entity, plays a pivotal role in various sectors such as e-commerce, healthcare, and law enforcement. The emergence of Large Language Models (LLMs) like GPT-4 has introduced a new dimension to this task, leveraging their advanced linguistic capabilities. This paper explores the potential of LLMs in the entity resolution process, shedding light on both their advantages and the computational complexities associated with large-scale matching. We introduce strategies for the efficient utilization of LLMs, including the selection of an optimal set of matching questions, namely MQsSP, which is proved to be a NP-hard problem. Our approach optimally chooses the most effective matching questions while keep consumption limited to your budget . Additionally, we propose a method to adjust the distribution of possible partitions after receiving responses from LLMs, with the goal of reducing the uncertainty of entity resolution. We evaluate the effectiveness of our approach using entropy as a metric, and our experimental results demonstrate the efficiency and effectiveness of our proposed methods, offering promising prospects for real-world applications.","['Index', 'Terms: ', 'Entity', 'Resolution,', 'Large', 'Language', 'Models,', 'Uncertainty.']","['Technology', 'leichen@cse.ust.hk']"
"Text-conditional image editing based on large diffusion generative model has attracted the attention of both the industry and the research community.
Most existing methods are non-reference editing, with the user only able to provide a source image and text prompt. However, it restricts user’s control over the characteristics of editing outcome. To increase user freedom, we propose a new task called Specific Reference Condition Real Image Editing, which allows user to provide a reference image to further control the outcome, such as replacing an object with a particular one. To accomplish this, we propose a fast baseline method named SpecRef. Specifically, we design a Specific Reference Attention Controller to incorporate features from the reference image, and adopt a mask mechanism to prevent interference between editing and non-editing regions. We evaluate SpecRef on typical editing tasks and show that it can achieve satisfactory performance. The source code is available on https://github.com/jingjiqinggong/specp2p.","['Index', 'Terms: ', 'AIGC, large generative model, text-to-image generation, real image editing, diffusion model.']",['jc.huang@siat.ac.cn']
"Network dynamic (e.g., traffic burst in data center networks and channel fading in cellular WiFi networks) has a great impact on the performance of communication networks (e.g., throughput, capacity, delay, and jitter). This article proposes a unified prediction-based method to handle the dynamic of various network systems. From the view of graph deep learning, I generally formulate the dynamic prediction of networks as a temporal link prediction task and analyze the possible challenges of the prediction of weighted networks, where link weights have the wide-value-range and sparsity issues. Inspired by the high-resolution video frame prediction with generative adversarial network (GAN), I try to adopt adversarial learning to generate high-quality predicted snapshots for network dynamic, which is expected to support the precise and fine-grained network control. A novel high-quality temporal link prediction (HQ-TLP) model with GAN is then developed to illustrate the potential of my basic idea. Extensive experiments for various application scenarios further demonstrate the powerful capability of HQ-TLP.","['Index', 'Terms: ', 'Network', 'Dynamic,', 'Temporal', 'Link', 'Prediction,', 'Weighted', 'Dynamic', 'Networks,', 'Adversarial', 'Learning,', 'High-Quality', 'Prediction', 'Results.']",['mengqin_az@foxmail.com']
"We investigate the warm inflationary scenario within the
context of the linear version of f⁢(Q,T)𝑓𝑄𝑇f(Q,T)italic_f ( italic_Q , italic_T ) gravity, coupled with
both the inflaton scalar field and the radiation field, under the
conditions of the strong dissipation regime. First, we calculate
the modified Friedmann equations and the modified slow-roll
parameters. Subsequently, we apply the slow-roll approximations to
derive the scalar power spectrum and the tensor power spectrum.
Also, we develop formulations of the scalar and tensor
perturbations for the f⁢(Q,T)𝑓𝑄𝑇f(Q,T)italic_f ( italic_Q , italic_T ) gravity with warm inflation
scenario. Furthermore, we scrutinize two different forms of the
dissipation coefficient, a constant and a function of the inflaton
field to determine the scalar spectral index, the tensor-to-scalar
ratio and the temperature for the power-law potential case. By
imposing some constraints on the free parameters of the model, we
attain results in good agreement with both the Planck 2018201820182018 data
and the joint Planck, BK15151515 and BAO data for the tensor-to-scalar
ratio, and consistent results aligned with the Planck 2018201820182018 data
for the scalar spectral index. Consequently, we are able to revive
the power-law potential that was previously ruled out by
observational data. Moreover, for the variable dissipation
coefficient, the model leads to the scalar spectral index with the
blue and red tilts in agreement with the WMAP three years data.","['Warm', 'Inflation;', 'Modified', 'Gravity;', 'Scalar', 'Power', 'Spectrum;', 'Tensor', 'Power', 'Spectrum;', 'Cosmological', 'Inflation;', 'Strong', 'Dissipation', 'Regime']",['Iran']
"As a crucial facilitator of future autonomous driving applications, wireless simultaneous localization and mapping (SLAM) has drawn growing attention recently. However, the accuracy of existing wireless SLAM schemes is limited because the antenna gain is constrained given the cost budget due to the expensive hardware components such as phase arrays. To address this issue, we propose a reconfigurable holographic surface (RHS)-aided SLAM system in this paper. The RHS is a novel type of low-cost antenna that can cut down the hardware cost by replacing phased arrays in conventional SLAM systems. However, compared with a phased array where the phase shifts of parallel-fed signals are adjusted, the RHS exhibits a different radiation model because its amplitude-controlled radiation elements are series-fed by surface waves, implying that traditional schemes cannot be applied directly. To address this challenge, we propose an RHS-aided beam steering method for sensing the surrounding environment and design the corresponding SLAM algorithm. Simulation results show that the proposed scheme can achieve more than there times the localization accuracy that traditional wireless SLAM with the same cost achieves.","['Index', 'Terms: ', 'Simultaneous localization and mapping, reconfigurable holographic surface, point cloud']","['China.', 'China.']"
"Taking into account the importance of the unified theory of quantum mechanics and gravity, and the existence of a minimum length of the order of the Planck scale, we consider a modified Schrödinger equation resulting from a generalised uncertainty principle, which finds applications from the realm of quantum information to large-scale physics, with a quantum mechanically corrected gravitational interaction proposed very recently. As the resulting equation cannot be solved by common exact approaches, including Heun or Lie algebraic ones, we propose a Bethe-Ansatz approach, which will be applied and whose results we discuss.","['minimal length, generalized uncertainty principle,', 'Planck scale,', 'Schrödinger equation, quantum correction,', 'Coulomb potential']","['Czechia', 'Spain', 'Spain', 'Iran']"
"The Sun is one of the most luminous γ𝛾\gammaitalic_γ-ray sources in the sky and continues to challenge our understanding of its high-energy emission mechanisms. This study provides an in-depth investigation of the solar disk γ𝛾\gammaitalic_γ-ray emission, using data from the Fermi Large Area Telescope (LAT) spanning August 2008 to January 2022. We focus on γ𝛾\gammaitalic_γ-ray events with energies exceeding 5 GeV, originating from 0.5∘{}^{\circ}start_FLOATSUPERSCRIPT ∘ end_FLOATSUPERSCRIPT angular aperture centered on the Sun, and implement stringent time cuts to minimize potential sample contaminants. We employ a helioprojection method to resolve the γ𝛾\gammaitalic_γ-ray events relative to the solar rotation axes, and combine statistical tests to investigate the distribution of events over the solar disk. We found that integrating observations over large time windows may overlook relevant asymmetrical features, which we reveal in this work through a more refined time-dependent morphological analysis. We describe significant anisotropic trends and confirm compelling evidence of energy-dependent asymmetry in the solar disk γ𝛾\gammaitalic_γ-ray emission. Intriguingly, the asymmetric signature coincides with the Sun’s polar field flip during the cycle 24 solar maximum, around June 2014. Our findings suggest that the Sun’s magnetic configuration plays a significant role in shaping the resulting γ𝛾\gammaitalic_γ-ray signature, highlighting a potential link between the observed anisotropies, solar cycle, and the solar magnetic fields. These insights pose substantial challenges to established emission models, prompting fresh perspectives on high-energy solar astrophysics.",['Sun () — gamma-rays () — cosmic-rays ()'],"['Portugal', 'Portugal', 'Italia', 'Italy', 'Italia', 'Italy', 'USA']"
"Deep learning based automatic modulation classification (AMC) has received significant attention owing to its potential applications in both military and civilian use cases. Recently, data-driven subsampling techniques have been utilized to overcome the challenges associated with computational complexity and training time for AMC. Beyond these direct advantages of data-driven subsampling, these methods also have regularizing properties that may improve the adversarial robustness of the modulation classifier. In this paper, we investigate the effects of an adversarial attack on an AMC system that employs deep learning models both for AMC and for subsampling. Our analysis shows that subsampling itself is an effective deterrent to adversarial attacks. We also uncover the most efficient subsampling strategy when an adversarial attack on both the classifier and the subsampler is anticipated.","['Index', 'Terms:', 'Automatic modulation classification,', 'Adversarial', 'Deep', 'Learning,', 'Data-driven', 'Subsampling.']","['USA', 'USA', 'akshay.malhotra@interdigital.com']"
"Sophisticated cyber attacks present significant challenges for organizations in detecting and preventing such threats. To address this critical need for advanced defense mechanisms, we propose an Ensemble Defense System (EDS). An EDS is a cybersecurity framework aggregating multiple security tools designed to monitor and alert an organization during cyber attacks. The proposed EDS leverages a comprehensive range of Intrusion Detection System (IDS) capabilities by introducing a hybrid of signature-based IDS and anomaly-based IDS tools. It also incorporates Elasticsearch, an open-source Security Information and Event Management (SIEM) tool, to facilitate data analysis and interactive visualization of alerts generated from IDSs. The effectiveness of the EDS is evaluated through a payload from a bash script that executes various attacks, including port scanning, privilege escalation, and Denial-of-Service (DoS). The evaluation demonstrates the EDS’s ability to detect diverse cyber attacks.","['Index', 'Terms: ', 'Ensemble', 'Defense', 'Systems, network security, hybrid', 'IDS,', 'Security', 'Information and', 'Event', 'Management (SIEM)']","['sarahalh@udel.edu', 'arshiyak@udel.edu']"
"We report a ∼5.2⁢σsimilar-toabsent5.2𝜎\sim 5.2\sigma∼ 5.2 italic_σ detection of the kinetic Sunyaev–Zel’dovich (kSZ) effect in Fourier space, by combining the DESI galaxy groups and the Planck data. We use the density-weighted pairwise kSZ power spectrum as the summary statistic, and the detailed procedure of its measurement is presented in this paper. Meanwhile, we analyze the redshift space group density power spectrum to constrain its bias parameters and photo-z uncertainties. These best fitted parameters are substituted to a non-linear kSZ model, and we fit the measured kSZ power spectrum with this model to constrain the group optical depth τ¯¯𝜏\bar{\tau}over¯ start_ARG italic_τ end_ARG. Selected by a varying lower mass threshold Mthsubscript𝑀thM_{\rm th}italic_M start_POSTSUBSCRIPT roman_th end_POSTSUBSCRIPT, the galaxy group catalogs with different median masses (M~~𝑀\tilde{M}over~ start_ARG italic_M end_ARG) are constructed from the DR9 data of the DESI Legacy Imaging Surveys. M~~𝑀\tilde{M}over~ start_ARG italic_M end_ARG spans a wide range of ∼1013−1014⁢M⊙/hsimilar-toabsentsuperscript1013superscript1014subscriptMdirect-productℎ\sim 10^{13}-10^{14}{\rm M}_{\odot}/h∼ 10 start_POSTSUPERSCRIPT 13 end_POSTSUPERSCRIPT - 10 start_POSTSUPERSCRIPT 14 end_POSTSUPERSCRIPT roman_M start_POSTSUBSCRIPT ⊙ end_POSTSUBSCRIPT / italic_h and the heaviest M~∼1014⁢M⊙/hsimilar-to~𝑀superscript1014subscriptMdirect-productℎ\tilde{M}\sim 10^{14}{\rm M}_{\odot}/hover~ start_ARG italic_M end_ARG ∼ 10 start_POSTSUPERSCRIPT 14 end_POSTSUPERSCRIPT roman_M start_POSTSUBSCRIPT ⊙ end_POSTSUBSCRIPT / italic_h is larger than those of most other kSZ detections. When the aperture photometric filter radius θAPsubscript𝜃AP\theta_{\rm AP}italic_θ start_POSTSUBSCRIPT roman_AP end_POSTSUBSCRIPT is set to be 4.24.24.24.2 arcmin, the M~=1.75×1013⁢M⊙/h~𝑀1.75superscript1013subscriptMdirect-productℎ\tilde{M}=1.75\times 10^{13}{\rm M}_{\odot}/hover~ start_ARG italic_M end_ARG = 1.75 × 10 start_POSTSUPERSCRIPT 13 end_POSTSUPERSCRIPT roman_M start_POSTSUBSCRIPT ⊙ end_POSTSUBSCRIPT / italic_h group sample at the median redshift z~=0.64~𝑧0.64\tilde{z}=0.64over~ start_ARG italic_z end_ARG = 0.64 has the highest kSZ detection S/N=5.2SN5.2{\rm S/N}=5.2roman_S / roman_N = 5.2. By fitting τ¯¯𝜏\bar{\tau}over¯ start_ARG italic_τ end_ARGs from various samples against their M~~𝑀\tilde{M}over~ start_ARG italic_M end_ARGs, we obtain a linear log⁡τ¯−log⁡M~¯𝜏~𝑀\log\bar{\tau}-\log\tilde{M}roman_log over¯ start_ARG italic_τ end_ARG - roman_log over~ start_ARG italic_M end_ARG relation: log⁡τ¯=γ⁢(log⁡M~−14)+log⁡β¯𝜏𝛾~𝑀14𝛽\log\bar{\tau}=\gamma(\log\tilde{M}-14)+\log\betaroman_log over¯ start_ARG italic_τ end_ARG = italic_γ ( roman_log over~ start_ARG italic_M end_ARG - 14 ) + roman_log italic_β, in which γ=0.55±0.1𝛾plus-or-minus0.550.1\gamma=0.55\pm 0.1italic_γ = 0.55 ± 0.1. We also vary the aperture photometric filter radius and measure the τ¯¯𝜏\bar{\tau}over¯ start_ARG italic_τ end_ARG profiles of group samples, whose constraints on the baryon distribution within and around dark matter halos will be discussed in a companion paper.","['methods: data analysis, numerical — cosmology: large-scale structure of', 'Universe, theory']","['China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China']"
"Finetuned large language models (such as ChatGPT and Qwen-chat) can generate Chinese classical poetry following human’s instructions. LLMs perform well in content, but are usually lacking in format, with occasionally excess or insufficient number of characters in each line.
Since most SOTA LLMs are token-based, we assume that the format inaccuracy is due to the difficulty of the ”token planning” task, which means that the LLM need to know exactly how much characters are contained in each token and do length-control planning based on that knowledge.
In this paper, we first confirm our assumption by showing that existing token-based large language models has limited knowledge on token-character relationship. We use a spelling bee probing procedure, and find that Qwen-chat failed in nearly 15% Chinese spelling test.
We then show that a token-based model can be easily tailored into a token-free model (in terms of Chinese), which can largely solve the format accuracy problem. Our tailoring procedure removes long-token from vocabulary and keeps only character-level or byte-level tokens.
As part of our contribution, we release the finetuned token-free model (which is based on Qwen-chat-7B), which can generate chinese classical poetry following complex instructions like LLMs (such as story paraphrasing), and also perform well in format. On the test set, our token-free model achives an format accuracy of 0.96, compared to 0.84 for token-based counterparts and 0.38 for GPT-4.","['Token', 'Free,', 'Controllable', 'Text', 'Generation,', 'Large', 'Language', 'Models,', 'Classical', 'Poetry']",['Group']
"The JCMT Transient Survey has been monitoring eight Gould Belt low-mass star-forming regions since December 2015 and six somewhat more distant intermediate-mass star-forming regions since February 2020 with SCUBA-2 on the JCMT at 450 μ𝜇\muitalic_μm and 850 μ𝜇\muitalic_μm and with an approximately monthly cadence. We introduce our Pipeline v2 relative calibration procedures for image alignment and flux calibration across epochs, improving on our previous Pipeline v1 by decreasing measurement uncertainties and providing additional robustness. These new techniques work at both 850 μ𝜇\muitalic_μm and 450 μ𝜇\muitalic_μm, where v1 only allowed investigation of the 850 μ𝜇\muitalic_μm data. Pipeline v2 achieves better than 0.5′′superscript0.5′′0.5^{\prime\prime}0.5 start_POSTSUPERSCRIPT ′ ′ end_POSTSUPERSCRIPT relative image alignment, less than a tenth of the submillimeter beam widths. The v2 relative flux calibration is found to be 1% at 850 μ𝜇\muitalic_μm and <5absent5<5< 5% at 450 μ𝜇\muitalic_μm. The improvement in the calibration is demonstrated by comparing the two pipelines over the first four years of the survey and recovering additional robust variables with v2. Using the full six years of the Gould Belt survey the number of robust variables increases by 50 %, and at 450 μ𝜇\muitalic_μm we identify four robust variables, all of which are also robust at 850 μ𝜇\muitalic_μm. The multi-wavelength light curves for these sources are investigated and found to be consistent with the variability being due to dust heating within the envelope in response to accretion luminosity changes from the central source.","['stars: formation – techniques: image processing – stars: variables:', 'T', 'Tauri,', 'Herbig', 'Ae/Be – stars: protostars – submillimetre:', 'ISM – surveys']","['Canada', 'USA', 'USA', 'Korea', 'Canada', 'Canada', 'Canada', 'Korea', 'China', 'China', 'USA', 'China', 'Korea', 'Canada', 'Canada', 'UK', 'Korea', 'R.O.C.', 'Korea', '210023', 'R.O.C.', 'R.O.C.', '210023']"
"The Competition on Legal Information Extraction/Entailment (COLIEE) is held annually to encourage advancements in the automatic processing of legal texts. Processing legal documents is challenging due to the intricate structure and meaning of legal language. In this paper, we outline our strategies for tackling Task 2, Task 3, and Task 4 in the COLIEE 2023 competition. Our approach involved utilizing appropriate state-of-the-art deep learning methods, designing methods based on domain characteristics observation, and applying meticulous engineering practices and methodologies to the competition. As a result, our performance in these tasks has been outstanding, with first places in Task 2 and Task 3, and promising results in Task 4.
Our source code is available at https://github.com/Nguyen2015/CAPTAIN-COLIEE2023/tree/coliee2023.","['COLIEE competition,', 'Legal', 'Text', 'Processing,', 'CAPTAIN', 'Team']",['TechnologyIshikawaJapan']
"The merchant-regulatory mechanism represents a promising tool that combines the benefits of merchant investment and regulated investment, thereby providing efficient incentives for merchant Transmission Companies (Transcos) subject to regulatory compliance. However, one of the drawbacks of the H-R-G-V merchant-regulated mechanism is that it allows the Transco to capture the entire surplus increase resulting from investment, without any economic benefits for consumers and generators. To address this issue, we propose an incentive tuning parameter, which is incorporated into the calculation of the incentive fee for the Transco. Accordingly, the regulatory framework can effectively manage the Transco’s profit and allow market participants to access economic benefits, thus ensuring a fair distribution of economic advantages among the stakeholders, while the impact on overall social welfare remains relatively modest.","['Index', 'Terms: ', 'Economic benefits, fairness, incentive tuning parameter, merchant-regulatory mechanism.']","['thomas.morstyn@ed.ac.uk', 'iacopo.savelli@unibocconi.it']"
"In this study, a path-based Statistical Static Timing Analysis (SSTA) is formulated as a problem within the statistics of correlated extremes. For extreme value statistics with correlations, a novel approach to studying such systems, when the correlations are small, is developed. The approach considers a system from the first principals, starting from the multivariable characteristic function. Analytical solutions to the problem of weakly correlated extremes are obtained in the form of corrections to the Gumbel distribution. These solutions are compared with Monte Carlo simulations. The applicability limits of the proposed solutions are studied. An algorithm to estimate the covariance matrix of a timing graph is proposed.","['Index', 'Terms: ', 'Timing', 'Graph,', 'Statistical', 'Timing', 'Analysis (SSTA),', 'Delay,', 'Very', 'Large', 'Scale', 'Integration (VLSI),', 'Extreme', 'Value', 'Distribution']",['Ireland']
