abstract,keywords,country
"In this note, we mainly focus on real and complex algebras, and occasionally on algebras over general fields. We show how to develop the spectral theory in the context of complex (resp. real) alternative topological algebras.
Along the way, the spectral theory is used to prove the counterparts of the well-known theorems of Gelfand-Mazur, Frobenius, and Zorn in the setting of topological alternative algebras whose topological duals separate their elements. We prove that vector space norms on quadratic real algebras are uniquely determined under a mild condition on the norms; more precisely, given a positive integer k>1𝑘1k>1italic_k > 1, on any real quadratic algebra, there exists at most one nonzero vector space norm, say, ∥.∥\|.\|∥ . ∥, satisfying the identity ‖ak‖=‖a‖knormsuperscript𝑎𝑘superscriptnorm𝑎𝑘\|a^{k}\|=\|a\|^{k}∥ italic_a start_POSTSUPERSCRIPT italic_k end_POSTSUPERSCRIPT ∥ = ∥ italic_a ∥ start_POSTSUPERSCRIPT italic_k end_POSTSUPERSCRIPT on the algebra. A consequence of this result is that given a positive integer k>1𝑘1k>1italic_k > 1, the Euclidean norm |.||.|| . | on ℝnsubscriptℝ𝑛\mathbb{R}_{n}blackboard_R start_POSTSUBSCRIPT italic_n end_POSTSUBSCRIPT, the
real Cayley-Dickson algebra of dimension 2nsuperscript2𝑛2^{n}2 start_POSTSUPERSCRIPT italic_n end_POSTSUPERSCRIPT, is the only nonzero real vector space norm satisfying the identity |xk|=|x|ksuperscript𝑥𝑘superscript𝑥𝑘|x^{k}|=|x|^{k}| italic_x start_POSTSUPERSCRIPT italic_k end_POSTSUPERSCRIPT | = | italic_x | start_POSTSUPERSCRIPT italic_k end_POSTSUPERSCRIPT on ℝnsubscriptℝ𝑛\mathbb{R}_{n}blackboard_R start_POSTSUBSCRIPT italic_n end_POSTSUBSCRIPT. Among other things, we present simple proofs of the algebraic versions of the celebrated theorems of Frobenius, Zorn, and Gelfand-Mazur, and revisit their topological counterparts, e.g., theorems of Albert, Kaplansky, and Urbanik-Wright to name a few, in several settings.","['nonassociative algebras', 'power-associative/alternative algebras', 'division algebras', 'topologicalormed/C*- algebras', 'spectrum', 'real', 'complex', 'quaternion', 'octonion numbers', 'Frobenius/Zorn/Gelfand-Mazur theorems']",[]
,[],[]
"The causal inference literature frequently focuses on estimating the mean of the potential outcome, whereas the quantiles of the potential outcome may carry important additional information. We propose a universal approach, based on the inverse estimating equations, to generalize a wide class of causal inference solutions from estimating the mean of the potential outcome to its quantiles.
We assume that an identifying moment function is available to identify the mean of the threshold-transformed potential outcome, based on which a convenient construction of the estimating equation of quantiles of potential outcome is proposed. In addition, we also give a general construction of the efficient influence functions of the mean and quantiles of potential outcomes, and identify their connection. We motivate estimators for the quantile estimands with the efficient influence function, and develop their asymptotic properties when either parametric models or data-adaptive machine learners are used to estimate the nuisance functions. A broad implication of our results is that one can rework the existing result for mean causal estimands to facilitate causal inference on quantiles, rather than starting from scratch. Our results are illustrated by several examples.",[],[]
"The rise of multimodal large language models (MLLMs) has spurred interest in language-based driving tasks. However, existing research typically focuses on limited tasks and often omits key multi-view and temporal information which is crucial for robust autonomous driving. To bridge these gaps, we introduce NuInstruct, a novel dataset with 91K multi-view video-QA pairs across 17 subtasks, where each task demands holistic information ( e.g., temporal, multi-view, and spatial), significantly elevating the challenge level. To obtain NuInstruct, we propose a novel SQL-based method to generate instruction-response pairs automatically, which is inspired by the driving logical progression of humans. We further present BEV-InMLLM, an end-to-end method for efficiently deriving instruction-aware Bird’s-Eye-View (BEV) features, language-aligned for large language models. BEV-InMLLM integrates multi-view, spatial awareness, and temporal semantics to enhance MLLMs’ capabilities on NuInstruct tasks. Moreover, our proposed BEV injection module is a plug-and-play method for existing MLLMs. Our experiments on NuInstruct demonstrate that BEV-InMLLM significantly outperforms existing MLLMs, e.g. 9%percent99\%9 % improvement on various tasks. We plan to release our NuInstruct for future research development.",[],[]
"Since distribution shifts are likely to occur after a model’s deployment and can drastically decrease the model’s performance, online test-time adaptation (TTA) continues to update the model during test-time, leveraging the current test data. In real-world scenarios, test data streams are not always independent and identically distributed (i.i.d.). Instead, they are frequently temporally correlated, making them non-i.i.d. Many existing methods struggle to cope with this scenario. In response, we propose a diversity-aware and category-balanced buffer that can simulate an i.i.d. data stream, even in non-i.i.d. scenarios. Combined with a diversity and entropy-weighted entropy loss, we show that a stable adaptation is possible on a wide range of corruptions and natural domain shifts, based on ImageNet. We achieve state-of-the-art results on most considered benchmarks.",[],[]
"We study properties of the Maxwell electromagnetic invariant
in the external region of spinning and charged horizonless stars.
We analytically find that the minimum negative
value of the Maxwell electromagnetic invariant is obtained
on the equator of the star surface.
We are interested in scalar fields
non-minimally coupled to the Maxwell electromagnetic invariant.
The negative enough Maxwell electromagnetic invariant can lead to a
negative effective mass term, which forms a
binding potential well for the scalar field.
It means that the scalar field
coupled to the Maxwell electromagnetic invariant may mostly
exist around the surface of the star on the equator.",[],['China']
,[],[]
"More than one hundred tidal disruption events (TDEs) have been detected at multi-bands, which can be viewed as extreme laboratories to investigate the accretion physics and gravity in the immediate vicinity of massive black holes (MBHs). Future transient surveys are expected to detect several tens of thousands of TDEs, among which a small fraction may be strongly gravitationally lensed by intervening galaxies. In this paper, we statistically etsimate the detection rate of lensed TDEs, with dependence on the limiting magnitude of the transient all-sky surveys searching for them. We find that the requisite limiting magnitude for an all-sky transient survey to observe at least 1111 yr−11{}^{-1}start_FLOATSUPERSCRIPT - 1 end_FLOATSUPERSCRIPT is ≳21.3greater-than-or-equivalent-toabsent21.3\gtrsim 21.3≳ 21.3, 21.221.221.221.2, and 21.521.521.521.5 mag in the u-, g-, and z-bands, respectively. If the limiting magnitude of the all-sky survey can reach ∼25−26similar-toabsent2526\sim 25-26∼ 25 - 26 mag in the u-, g-, and z-bands, the detection rate can be upto about several tens to hundreds per year. The discovery and identification of the first image of the lensed TDE can be taken as an early-warning of the second and other subsequent images, which may enable detailed monitoring of the pre-peak photometry and spectroscopy evolution of the TDE. The additional early-stage information may help to constrain the dynamical and radiation processes involving in the TDEs.","['Accretion (14)', 'Gravitational lensing (670)', 'Supermassive black holes (1663)', 'Tidal disruption (1696)', 'Time domain astronomy(2019)', 'Transient sources (1851)']",['China']
"In this paper we first show that among all double-toroidal and triple-toroidal finite graphs only K8⊔9⁢K1square-unionsubscript𝐾89subscript𝐾1K_{8}\sqcup 9K_{1}italic_K start_POSTSUBSCRIPT 8 end_POSTSUBSCRIPT ⊔ 9 italic_K start_POSTSUBSCRIPT 1 end_POSTSUBSCRIPT, K8⊔5⁢K2square-unionsubscript𝐾85subscript𝐾2K_{8}\sqcup 5K_{2}italic_K start_POSTSUBSCRIPT 8 end_POSTSUBSCRIPT ⊔ 5 italic_K start_POSTSUBSCRIPT 2 end_POSTSUBSCRIPT, K8⊔3⁢K4square-unionsubscript𝐾83subscript𝐾4K_{8}\sqcup 3K_{4}italic_K start_POSTSUBSCRIPT 8 end_POSTSUBSCRIPT ⊔ 3 italic_K start_POSTSUBSCRIPT 4 end_POSTSUBSCRIPT, K8⊔9⁢K3square-unionsubscript𝐾89subscript𝐾3K_{8}\sqcup 9K_{3}italic_K start_POSTSUBSCRIPT 8 end_POSTSUBSCRIPT ⊔ 9 italic_K start_POSTSUBSCRIPT 3 end_POSTSUBSCRIPT, K8⊔9⁢(K1∨3⁢K2)square-unionsubscript𝐾89subscript𝐾13subscript𝐾2K_{8}\sqcup 9(K_{1}\vee 3K_{2})italic_K start_POSTSUBSCRIPT 8 end_POSTSUBSCRIPT ⊔ 9 ( italic_K start_POSTSUBSCRIPT 1 end_POSTSUBSCRIPT ∨ 3 italic_K start_POSTSUBSCRIPT 2 end_POSTSUBSCRIPT ), 3⁢K63subscript𝐾63K_{6}3 italic_K start_POSTSUBSCRIPT 6 end_POSTSUBSCRIPT and 3⁢K6⊔4⁢K4⊔6⁢K2square-union3subscript𝐾64subscript𝐾46subscript𝐾23K_{6}\sqcup 4K_{4}\sqcup 6K_{2}3 italic_K start_POSTSUBSCRIPT 6 end_POSTSUBSCRIPT ⊔ 4 italic_K start_POSTSUBSCRIPT 4 end_POSTSUBSCRIPT ⊔ 6 italic_K start_POSTSUBSCRIPT 2 end_POSTSUBSCRIPT can be realized as commuting graphs of finite groups. As consequences of our results we also show that for any finite non-abelian group G𝐺Gitalic_G if the commuting graph of G𝐺Gitalic_G (denoted by Γc⁢(G)subscriptΓ𝑐𝐺\Gamma_{c}(G)roman_Γ start_POSTSUBSCRIPT italic_c end_POSTSUBSCRIPT ( italic_G )) is double-toroidal or triple-toroidal then Γc⁢(G)subscriptΓ𝑐𝐺\Gamma_{c}(G)roman_Γ start_POSTSUBSCRIPT italic_c end_POSTSUBSCRIPT ( italic_G ) and its complement satisfy Hansen-Vukičević Conjecture and E-LE conjecture. In the process we find a non-complete graph, namely the non-commuting graph of the group (ℤ3×ℤ3)⋊Q8right-normal-factor-semidirect-productsubscriptℤ3subscriptℤ3subscript𝑄8(\mathbb{Z}_{3}\times\mathbb{Z}_{3})\rtimes Q_{8}( blackboard_Z start_POSTSUBSCRIPT 3 end_POSTSUBSCRIPT × blackboard_Z start_POSTSUBSCRIPT 3 end_POSTSUBSCRIPT ) ⋊ italic_Q start_POSTSUBSCRIPT 8 end_POSTSUBSCRIPT, that is hyperenergetic. This gives a new counter example to a conjecture of Gutman regarding hyperenergetic graphs.",[],[]
,[],[]
,[],[]
"The size of deep learning models in artificial intelligence (AI) software is increasing rapidly, hindering the large-scale deployment on resource-restricted devices (e.g., smartphones).
To mitigate this issue, AI software compression plays a crucial role, which aims to compress model size while keeping high performance. However, the intrinsic defects in a big model may be inherited by the compressed one. Such defects may be easily leveraged by adversaries, since a compressed model is usually deployed in a large number of devices without adequate protection. In this article, we aim to address the safe model compression problem from the perspective of safety-performance co-optimization. Specifically, inspired by the test-driven development (TDD) paradigm in software engineering, we propose a test-driven sparse training framework called SafeCompress. By simulating the attack mechanism as safety testing, SafeCompress can automatically compress a big model to a small one following the dynamic sparse training paradigm.
Then, considering two kinds of representative and heterogeneous attack
mechanisms, i.e., black-box membership inference attack and white-box membership inference attack, we develop two concrete instances called BMIA-SafeCompress and WMIA-SafeCompress. Further, we implement another instance called MMIA-SafeCompress by
extending SafeCompress to defend against the occasion when adversaries conduct black-box and white-box membership inference attacks simultaneously. We conduct extensive experiments on five datasets for both computer vision and natural language processing tasks. The results show the effectiveness and generalizability of our framework. We also discuss how to adapt SafeCompress to other attacks besides membership inference attack, demonstrating the flexibility of SafeCompress.","['AI software safe compression', 'test-driven development', 'heterogeneous membership inference attack.']",[]
"The sensitivity of Impact Factors (IFs) to journal size causes systematic bias in IF rankings, in a process akin to stacking the cards: A random “journal” of n𝑛nitalic_n papers can attain a range of IF values that decreases rapidly with size, as ∼1/nsimilar-toabsent1𝑛\sim 1/\sqrt{n}∼ 1 / square-root start_ARG italic_n end_ARG . The Central Limit Theorem, which underlies this effect, allows us also to correct for it by standardizing citation averages for scale and subject in a geometrically intuitive manner analogous to calculating the z𝑧zitalic_z-score. We thus propose the ΦΦ\Phiroman_Φ index, a standardized scale- and subject-independent citation average. The ΦΦ\Phiroman_Φ index passes the “random sample test”, a simple check for scale and subject independence that we argue ought to be used for every citation indicator. We present ΦΦ\Phiroman_Φ index rankings for 12,173 journals using data from the 2020 Journal Citation Reports. We show how scale standardization alone affects rankings, then we demonstrate the additional effect of subject standardization for monodisciplinary journals, and we discuss how to treat multidisciplinary journals.
ΦΦ\Phiroman_Φ index rankings offer a clear improvement over IF rankings. And because the ΦΦ\Phiroman_Φ index methodology is general, it can also be applied to compare individual researchers, universities, or countries.",[],[]
"This paper concerns the scattering problem for a nonlinear medium of compact support, D𝐷Ditalic_D, with second-harmonic generation. Such a medium, when probed with monochromatic light beams at frequency ω𝜔\omegaitalic_ω, generates additional waves at frequency 2⁢ω2𝜔2\omega2 italic_ω. The response of the medium is governed by a system of two coupled semilinear partial differential equations for the electric fields at frequency ω𝜔\omegaitalic_ω and 2⁢ω2𝜔2\omega2 italic_ω. We investigate whether there are situations in which the generated 2⁢ω2𝜔2\omega2 italic_ω wave is localized inside D𝐷Ditalic_D, that is, the nonlinear interaction of the medium with the probing wave is invisible to an outside observer. This leads to the analysis of a semilinear elliptic system formulated in D𝐷Ditalic_D with non-standard boundary conditions. The analysis presented here sets up a mathematical framework needed to investigate a multitude of questions related to nonlinear scattering with second-harmonic generation.",[],[]
"With copper-substituted lead apatite below room temperature, we observe diamagnetic dc magnetization under magnetic field of 25 Oe with remarkable bifurcation between zero-field-cooling and field-cooling measurements, and under 200 Oe it changes to be paramagnetism. A glassy memory effect is found during cooling. Typical hysteresis loops for superconductors are detected below 250 K, along with an asymmetry between forward and backward sweep of magnetic field. Our experiment suggests at room temperature the Meissner effect is possibly present in this material.",[],['China']
"We discuss the critical points of modular forms, or more generally the zeros of quasimodular forms of depth 1111 for PSL2⁢(ℤ)subscriptPSL2ℤ\mathrm{PSL}_{2}(\mathbb{Z})roman_PSL start_POSTSUBSCRIPT 2 end_POSTSUBSCRIPT ( blackboard_Z ). In particular, we consider the derivatives of the unique weight k𝑘kitalic_k modular forms fksubscript𝑓𝑘f_{k}italic_f start_POSTSUBSCRIPT italic_k end_POSTSUBSCRIPT with the maximal number of consecutive zero Fourier coefficients following the constant 1111. Our main results state that (1) every zero of a depth 1111 quasimodular form near the derivative of the Eisenstein series in the standard fundamental domain lies on the geodesic segment {z∈ℍ:ℜ⁡(z)=1/2}conditional-set𝑧ℍ𝑧12\{z\in\mathbb{H}:\Re(z)=1/2\}{ italic_z ∈ blackboard_H : roman_ℜ ( italic_z ) = 1 / 2 }, and (2) more than half of zeros of fksubscript𝑓𝑘f_{k}italic_f start_POSTSUBSCRIPT italic_k end_POSTSUBSCRIPT in the standard fundamental domain lie on the geodesic segment {z∈ℍ:ℜ⁡(z)=1/2}conditional-set𝑧ℍ𝑧12\{z\in\mathbb{H}:\Re(z)=1/2\}{ italic_z ∈ blackboard_H : roman_ℜ ( italic_z ) = 1 / 2 } for large enough k𝑘kitalic_k with k≡0(mod12)𝑘annotated0pmod12k\equiv 0\pmod{12}italic_k ≡ 0 start_MODIFIER ( roman_mod start_ARG 12 end_ARG ) end_MODIFIER.",[],[]
,[],[]
,[],[]
,[],[]
,[],[]
,[],[]
,[],[]
,[],[]
"Text-to-image diffusion models have demonstrated unprecedented abilities at flexible and realistic image synthesis.
However, the iterative process required to produce a single image is costly and incurs a high latency, prompting researchers to further investigate its efficiency.
Typically, improvements in latency have been achieved in two ways: (1) training smaller models through knowledge distillation (KD); and (2) adopting techniques from ODE-theory to facilitate larger step sizes.
In contrast, we propose a training-free approach that does not alter the step-size of the sampler.
Specifically, we find the repeated calculation of attention maps to be both costly and redundant; therefore, we propose a structured reuse of attention maps during sampling.
Our initial reuse policy is motivated by rudimentary ODE-theory, which suggests that reuse is most suitable late in the sampling procedure.
After noting a number of limitations in this theoretical approach, we empirically search for a better policy.
Unlike methods that rely on KD, our reuse policies can easily be adapted to a variety of setups in a plug-and-play manner.
Furthermore, when applied to Stable Diffusion-1.5, our reuse policies reduce latency with minimal repercussions on sample quality.",[],[]
,[],[]
"Unsupervised Anomaly Detection (UAD) with incremental training is crucial in industrial manufacturing, as unpredictable defects make obtaining sufficient labeled data infeasible.
However, continual learning methods primarily rely on supervised annotations, while the application in UAD is limited due to the absence of supervision.
Current UAD methods train separate models for different classes sequentially, leading to catastrophic forgetting and a heavy computational burden.
To address this issue, we introduce a novel Unsupervised Continual Anomaly Detection framework called UCAD, which equips the UAD with continual learning capability through contrastively-learned prompts.
In the proposed UCAD, we design a Continual Prompting Module (CPM) by utilizing a concise key-prompt-knowledge memory bank to guide task-invariant ‘anomaly’ model predictions using task-specific ‘normal’ knowledge.
Moreover, Structure-based Contrastive Learning (SCL) is designed with the Segment Anything Model (SAM) to improve prompt learning and anomaly segmentation results.
Specifically, by treating SAM’s masks as structure, we draw features within the same mask closer and push others apart for general feature representations.
We conduct comprehensive experiments and set the benchmark on unsupervised continual anomaly detection and segmentation, demonstrating that our method is significantly better than anomaly detection methods, even with rehearsal training.
The code will be available at https://github.com/shirowalker/UCAD.",[],[]
"Programming problems can be solved in a multitude of functionally correct ways, but the quality of these solutions (e.g. readability, maintainability) can vary immensely.
When code quality is poor, symptoms emerge in the form of ‘code smells’, which are specific negative characteristics (e.g. duplicate code) that can be resolved by applying refactoring patterns.
Many undergraduate computing curricula train students on this software engineering practice, often doing so via exercises on unfamiliar instructor-provided code.
Our observation, however, is that this makes it harder for novices to internalise refactoring as part of their own development practices.
In this paper, we propose a new approach to teaching refactoring, in which students must first complete a programming exercise constrained to ensure they will produce a code smell.
This simple intervention is based on the idea that learning refactoring is easier if students are familiar with the code (having built it), that it brings refactoring closer to their regular development practice, and that it presents a powerful opportunity to learn from a ‘mistake’.
We designed and conducted a study with 35 novice undergraduates in which they completed various refactoring exercises alternately taught using a traditional and our ‘mistake-based’ approach, finding that students were significantly more effective and confident at completing exercises using the latter.","['Refactoring', 'code smells', 'code quality', 'software maintenance', 'software engineering', 'mistake-based learning', 'undergraduate course']",['Singapore']
"In this paper, our objective is to present a constraining principle governing the spectral properties of the sample covariance matrix. This principle exhibits harmonious behavior across diverse limiting frameworks, eliminating the need for constraints on the rates of dimension p𝑝pitalic_p and sample size n𝑛nitalic_n, as long as they both tend to infinity. We accomplish this by employing a suitable normalization technique on the original sample covariance matrix. Following this, we establish a harmonic central limit theorem for linear spectral statistics within this expansive framework. This achievement effectively eliminates the necessity for a bounded spectral norm on the population covariance matrix and relaxes constraints on the rates of dimension p𝑝pitalic_p and sample size n𝑛nitalic_n, thereby significantly broadening the applicability of these results in the field of high-dimensional statistics. We illustrate the power of the established results by considering the test for covariance structure under high dimensionality, freeing both p𝑝pitalic_p and n𝑛nitalic_n.","['62H15', '62B20', '62D10', 'ultra-high dimension\ncovariance matrix central limit theorem limiting spectral distribution linear spectral statistics', 'M-P law']",[]
"Recent research at CHU Sainte-Justine’s Pediatric Critical Care Unit (PICU) has revealed that traditional machine learning methods, such as semi-supervised label propagation and K-nearest neighbors, outperform Transformer-based models in artifact detection from PPG signals, mainly when data is limited. This study addresses the underutilization of abundant unlabeled data by employing self-supervised learning (SSL) to extract latent features from these data, followed by fine-tuning on labeled data. Our experiments demonstrate that SSL significantly enhances the Transformer model’s ability to learn representations, thereby improving its robustness in artifact classification tasks. Among various SSL techniques—including masking, contrastive learning, and DINO (self-distillation with no labels)—contrastive learning exhibited the most stable and superior performance in small PPG datasets. Further, we delve into optimizing contrastive loss functions, which are crucial for contrastive SSL. Inspired by InfoNCE, we introduce a novel contrastive loss function that facilitates smoother training and better convergence, thereby enhancing performance in artifact classification. In summary, this study establishes the efficacy of SSL in leveraging unlabeled data, particularly in enhancing the capabilities of the Transformer model. This approach holds promise for broader applications in PICU environments, where annotated data is often limited.","['clinical', 'PPG signals', 'self-supervised', 'contrastive learning', 'imbalanced classes', 'and artifact detection.']",[]
"In this paper, we investigate k𝑘kitalic_k-nonseparable (2≤k≤n)2𝑘𝑛(2\leq k\leq n)( 2 ≤ italic_k ≤ italic_n ) entanglement measures based on geometric mean of all entanglement values of k𝑘kitalic_k-partitions in n𝑛nitalic_n-partite quantum systems. We define a class of entanglement measures called k𝑘kitalic_k-GM concurrence which explicitly detect all k𝑘kitalic_k-nonseparable states in multipartite systems. It is rigorously shown that the k𝑘kitalic_k-GM concurrence complies with all the conditions of an entanglement measure. Compared to k𝑘kitalic_k-ME concurrence [Phys. Rev. A 86, 062323 (2012)], the measures proposed by us emerge several different aspects, embodying that (i) k𝑘kitalic_k-GM concurrence can reflect the differences in entanglement but k𝑘kitalic_k-ME concurrence fails at times, (ii) k𝑘kitalic_k-GM concurrence does not arise sharp peaks when the pure state being measured varies continuously, while k𝑘kitalic_k-ME concurrence appears discontinuity points, (iii) the entanglement order is sometimes distinct. In addition, we establish the relation between k𝑘kitalic_k-ME concurrence and k𝑘kitalic_k-GM concurrence, and further derive a strong lower bound on the k𝑘kitalic_k-GM concurrence by exploiting the permutationally invariant part of a quantum state. Furthermore, we parameterize k𝑘kitalic_k-GM concurrence to obtain two categories of more generalized entanglement measures, q𝑞qitalic_q-k𝑘kitalic_k-GM concurrence (q>1,2≤k≤n)formulae-sequence𝑞12𝑘𝑛(q>1,2\leq k\leq n)( italic_q > 1 , 2 ≤ italic_k ≤ italic_n ) and α𝛼\alphaitalic_α-k𝑘kitalic_k-GM concurrence (0≤α<1,2≤k≤n)formulae-sequence0𝛼12𝑘𝑛(0\leq\alpha<1,2\leq k\leq n)( 0 ≤ italic_α < 1 , 2 ≤ italic_k ≤ italic_n ), which fulfill the properties possessed by k𝑘kitalic_k-GM concurrence as well. Moreover, α𝛼\alphaitalic_α-2222-GM concurrence (0<α<1)0𝛼1(0<\alpha<1)( 0 < italic_α < 1 ), as a type of genuine multipartite entanglement measures, is proven in detail satisfying the requirement that the GHZ state is more entangled than the W𝑊Witalic_W state in multiqubit systems.",[],['China']
"In our previous work, we introduced McKinsey-Tarski algebras (MT-algebras for short) as an alternative pointfree approach to topology. Here we study local compactness in MT-algebras.
We establish the Hofmann-Mislove theorem
for sober MT-algebras, using which we develop the MT-algebra versions of such well-known dualities in pointfree topology as
Hofmann-Lawson, Isbell, and Stone dualities. This yields
a new perspective on these classic results.","['Interior operator', 'pointfree topology', 'duality theory', 'local compactness', 'compactness']",[]
,[],[]
,[],[]
,[],[]
"Personalized PageRank (PPR) is an extensively studied and applied node proximity measure in graphs.
For a pair of nodes s𝑠sitalic_s and t𝑡titalic_t on a graph G=(V,E)𝐺𝑉𝐸G=(V,E)italic_G = ( italic_V , italic_E ), the PPR value π⁢(s,t)𝜋𝑠𝑡\pi(s,t)italic_π ( italic_s , italic_t ) is defined as the probability that an α𝛼\alphaitalic_α-discounted random walk from s𝑠sitalic_s terminates at t𝑡titalic_t, where the walk terminates with probability α𝛼\alphaitalic_α at each step.
We study the classic Single-Source PPR query, which asks for PPR approximations from a given source node s𝑠sitalic_s to all nodes in the graph.
Specifically, we aim to provide approximations with absolute error guarantees, ensuring that the resultant PPR estimates π^⁢(s,t)^𝜋𝑠𝑡\hat{\pi}(s,t)over^ start_ARG italic_π end_ARG ( italic_s , italic_t ) satisfy maxt∈V⁡|π^⁢(s,t)−π⁢(s,t)|≤εsubscript𝑡𝑉^𝜋𝑠𝑡𝜋𝑠𝑡𝜀\max_{t\in V}\big{|}\hat{\pi}(s,t)-\pi(s,t)\big{|}\leq\varepsilonroman_max start_POSTSUBSCRIPT italic_t ∈ italic_V end_POSTSUBSCRIPT | over^ start_ARG italic_π end_ARG ( italic_s , italic_t ) - italic_π ( italic_s , italic_t ) | ≤ italic_ε for a given error bound ε𝜀\varepsilonitalic_ε.
We propose an algorithm that achieves this with high probability, with an expected running time of


•

O~⁢(m/ε)~𝑂𝑚𝜀\widetilde{O}\big{(}\sqrt{m}/\varepsilon\big{)}over~ start_ARG italic_O end_ARG ( square-root start_ARG italic_m end_ARG / italic_ε ) for directed graphs333O~⁢(⋅)~𝑂⋅\widetilde{O}(\cdot)over~ start_ARG italic_O end_ARG ( ⋅ ) suppresses polylog⁡(n)polylog𝑛\operatorname{polylog}(n)roman_polylog ( italic_n ) factors., where m=|E|𝑚𝐸m=|E|italic_m = | italic_E |;



•

O~⁢(dmax/ε)~𝑂subscript𝑑𝜀\widetilde{O}\big{(}\sqrt{d_{\max}}/\varepsilon\big{)}over~ start_ARG italic_O end_ARG ( square-root start_ARG italic_d start_POSTSUBSCRIPT roman_max end_POSTSUBSCRIPT end_ARG / italic_ε ) for undirected graphs, where dmaxsubscript𝑑d_{\max}italic_d start_POSTSUBSCRIPT roman_max end_POSTSUBSCRIPT is the maximum node degree in the graph;



•

O~⁢(nγ−1/2/ε)~𝑂superscript𝑛𝛾12𝜀\widetilde{O}\left(n^{\gamma-1/2}/\varepsilon\right)over~ start_ARG italic_O end_ARG ( italic_n start_POSTSUPERSCRIPT italic_γ - 1 / 2 end_POSTSUPERSCRIPT / italic_ε ) for power-law graphs, where n=|V|𝑛𝑉n=|V|italic_n = | italic_V | and γ∈(12,1)𝛾121\gamma\in\left(\frac{1}{2},1\right)italic_γ ∈ ( divide start_ARG 1 end_ARG start_ARG 2 end_ARG , 1 ) is the extent of the power law.



These sublinear bounds improve upon existing results.
We also study the case when degree-normalized absolute error guarantees are desired, requiring maxt∈V⁡|π^⁢(s,t)/d⁢(t)−π⁢(s,t)/d⁢(t)|≤εdsubscript𝑡𝑉^𝜋𝑠𝑡𝑑𝑡𝜋𝑠𝑡𝑑𝑡subscript𝜀𝑑\max_{t\in V}\big{|}\hat{\pi}(s,t)/d(t)-\pi(s,t)/d(t)\big{|}\leq\varepsilon_{d}roman_max start_POSTSUBSCRIPT italic_t ∈ italic_V end_POSTSUBSCRIPT | over^ start_ARG italic_π end_ARG ( italic_s , italic_t ) / italic_d ( italic_t ) - italic_π ( italic_s , italic_t ) / italic_d ( italic_t ) | ≤ italic_ε start_POSTSUBSCRIPT italic_d end_POSTSUBSCRIPT for a given error bound εdsubscript𝜀𝑑\varepsilon_{d}italic_ε start_POSTSUBSCRIPT italic_d end_POSTSUBSCRIPT, where the graph is undirected and d⁢(t)𝑑𝑡d(t)italic_d ( italic_t ) is the degree of node t𝑡titalic_t.
We give an algorithm that provides this error guarantee with high probability, achieving an expected complexity of O~⁢(∑t∈Vπ⁢(s,t)/d⁢(t)/εd)~𝑂subscript𝑡𝑉𝜋𝑠𝑡𝑑𝑡subscript𝜀𝑑\widetilde{O}\left(\sqrt{\sum_{t\in V}\pi(s,t)/d(t)}\big{/}\varepsilon_{d}\right)over~ start_ARG italic_O end_ARG ( square-root start_ARG ∑ start_POSTSUBSCRIPT italic_t ∈ italic_V end_POSTSUBSCRIPT italic_π ( italic_s , italic_t ) / italic_d ( italic_t ) end_ARG / italic_ε start_POSTSUBSCRIPT italic_d end_POSTSUBSCRIPT ).
This improves over the previously known O⁢(1/εd)𝑂1subscript𝜀𝑑O(1/\varepsilon_{d})italic_O ( 1 / italic_ε start_POSTSUBSCRIPT italic_d end_POSTSUBSCRIPT ) complexity.",[],[]
,[],[]
,[],[]
,[],[]
"Suicide is recognized as one of the most serious concerns in the modern society. Suicide causes tragedy that affects countries, communities, and families. There are many factors that lead to suicidal ideations. Early detection of suicidal ideations can help to prevent suicide occurrence by providing the victim with the required professional support, especially when the victim does not recognize the danger of having suicidal ideations. As technology usage has increased, people share and express their ideations digitally via social media, chatbots, and other digital platforms. In this paper, we proposed a novel, simple deep learning-based model to detect suicidal ideations in digital content, mainly focusing on chatbots as the primary data source. In addition, we provide a framework that employs the proposed suicide detection integration with a chatbot-based support system.","['Suicide', 'deep learning', 'chatbot', 'natural language processing', 'detection']",[]
,[],[]
,[],[]
,[],[]
"This work is inspired by Shareshian and Wachs’s exquisite formula for the chromatic symmetric function of paths. We develop a composition method to unearth neat noncommutative analogs of chromatic symmetric functions. A symmetric function is e𝑒eitalic_e-positive if and only if it has a ΛΛ\Lambdaroman_Λ-positive noncommutative analog. We bring to light short and sweet ΛΛ\Lambdaroman_Λ-positive noncommutative analogs for the chromatic symmetric functions of tadpoles and barbells, with cycles and lollipops as specifications. Using these elegant formulas and the composition method, we discover a new family of e𝑒eitalic_e-positive graphs and call them hats, which are the unicyclic graphs obtained by adding an edge to a path. A compact ribbon Schur analog for cycles is also obtained as a by-product.","['chromatic symmetric functions', 'e𝑒eitalic_e-positivity', 'noncommutative symmetric functions', 'Stanley–Stembridge conjecture', 'Schur positivity']",[]
